nome_usuario;id_usuario;cargo;tipo_usuario;sexo;email;status_usuario;quantidade_milhas;area
Alexander Gutierrez;1127;ESP;comum;Masculino;alexander.gutierrez@b4.com.br;1;0;B3 Social
Nelson Silerio;1128;CONS;comum;Masculino;nelson.silerio@b4.com.br;1;0;Balcao
Maria Gonzalez;1129;CONS;comum;Feminino;maria.gonzalez@b4.com.br;1;0;Balcao
Meryl Chacon;1130;ANL;comum;Feminino;meryl.chacon@b4.com.br;1;0;Listados
Kimberlyn Martindale;1131;ANL;comum;Feminino;kimberlyn.martindale@b4.com.br;1;0;Produtos Analytics
Esteban Padilla;1132;ANL;comum;Masculino;esteban.padilla@b4.com.br;1;0;Produtos Analytics
Yazmin Kechter;1133;ANL;comum;Feminino;yazmin.kechter@b4.com.br;1;0;Balcao
Estrella Bennett;1134;AST;comum;Feminino;estrella.bennett@b4.com.br;1;0;Balcao
Devon Martinez;1135;ANL;comum;Masculino;devon.martinez@b4.com.br;1;0;Balcao
Luis Ortega;1136;ESP;comum;Masculino;luis.ortega@b4.com.br;1;0;Produtos Analytics
Jorge Lopez;1137;ANL;comum;Masculino;jorge.lopez@b4.com.br;1;0;Balcao
Arianna Gonzales;1138;SUPTE;comum;Feminino;arianna.gonzales@b4.com.br;1;0;B3 Social
Nubia Sund;1139;ANL;comum;Feminino;nubia.sund@b4.com.br;1;0;Produtos Analytics
Anthony Chavez;1140;ANL;comum;Masculino;anthony.chavez@b4.com.br;1;0;Balcao
Rita Luna Abrego;1141;OUTROS;comum;Feminino;rita.abrego@b4.com.br;1;0;B3 Social
Juan Maldonado Martinez;1142;AUDITOR;comum;Masculino;juan.martinez@b4.com.br;1;0;Balcao
Joanna Lopez Marcos;1143;GTE;comum;Feminino;joanna.marcos@b4.com.br;1;0;Listados
Mellaconey Rynearson;1144;ANL;comum;Feminino;mellaconey.rynearson@b4.com.br;1;0;Balcao
Anton Chavez;1145;ANL;comum;Masculino;anton.chavez@b4.com.br;1;0;Listados
Gladys Dodd;1146;ANL;comum;Feminino;gladys.dodd@b4.com.br;1;0;Balcao
Olivia Anaya;1147;ANL;comum;Feminino;olivia.anaya@b4.com.br;1;0;Balcao
Cheyenne Bonilla;1148;ANL;comum;Feminino;cheyenne.bonilla@b4.com.br;1;0;Listados
Deisy Varela;1149;GTE;comum;Feminino;deisy.varela@b4.com.br;1;0;Listados
Rafael Gallegos;1150;CONS;comum;Masculino;rafael.gallegos@b4.com.br;1;0;B3 Social
Joseph Moriel;1151;ANL;comum;Masculino;joseph.moriel@b4.com.br;1;0;Balcao
Lianne Fernandez Jr;1152;ANL;comum;Feminino;lianne.jr@b4.com.br;1;0;Produtos Analytics
Rafael Diaz;1153;CONS;comum;Masculino;rafael.diaz@b4.com.br;1;0;Balcao
Sarah Manzanares;1154;TECN;comum;Feminino;sarah.manzanares@b4.com.br;1;0;Balcao
Brithany Lira;1155;ESTAGIARIO;comum;Feminino;brithany.lira@b4.com.br;1;0;Balcao
Gabriel Gallegos;1156;GTE;comum;Masculino;gabriel.gallegos@b4.com.br;1;0;Balcao
Julio Cera Espinoza;1157;ESTAGIARIO;comum;Masculino;julio.espinoza@b4.com.br;1;0;Balcao
Jorge Perez Silva;1158;ANL;comum;Masculino;jorge.silva@b4.com.br;1;0;Balcao
Jesse Vela;1159;ESTAGIARIO;comum;Masculino;jesse.vela@b4.com.br;1;0;B3 Social
Martin Cruz;1160;ESTAGIARIO;comum;Masculino;martin.cruz@b4.com.br;1;0;Balcao
Frederick Trejo-Ortiz;1161;AST;comum;Masculino;frederick.trejo-ortiz@b4.com.br;1;0;Listados
Maria Martinez;1162;ANL;comum;Feminino;maria.martinez@b4.com.br;1;0;B3 Social
Laura Perez-Cruz;1163;ESTAGIARIO;comum;Feminino;laura.perez-cruz@b4.com.br;1;0;Produtos Analytics
Alex Salazar;1164;CONS;comum;Masculino;alex.salazar@b4.com.br;1;0;Balcao
Angelina Flores-Herrera;1165;ADVOGADO;comum;Feminino;angelina.flores-herrera@b4.com.br;1;0;Balcao
Chelsi Salazar;1166;AUDITOR;comum;Feminino;chelsi.salazar@b4.com.br;1;0;Balcao
Heydi Cordova;1167;ESTAGIARIO;comum;Feminino;heydi.cordova@b4.com.br;1;0;Balcao
Gisel Barron;1168;ESTAGIARIO;comum;Feminino;gisel.barron@b4.com.br;1;0;Produtos Analytics
Gerardo Rodriguez Diaz;1169;ANL;comum;Masculino;gerardo.diaz@b4.com.br;1;0;Produtos Analytics
Aide Leyba;1170;ADVOGADO;comum;Feminino;aide.leyba@b4.com.br;1;0;B3 Social
Brianna Aguirre;1171;ADVOGADO;comum;Feminino;brianna.aguirre@b4.com.br;1;0;Listados
Gilberto Perea;1172;ANL;comum;Masculino;gilberto.perea@b4.com.br;1;0;B3 Social
Yalita Koons;1173;ESTAGIARIO;comum;Feminino;yalita.koons@b4.com.br;1;0;Produtos Analytics
Israel Carrasco;1174;ANL;comum;Masculino;israel.carrasco@b4.com.br;1;0;Balcao
Kirstie Medrano Betancourt;1175;ANL;comum;Feminino;kirstie.betancourt@b4.com.br;1;0;Balcao
Alejandra Delgado;1176;CONS;comum;Feminino;alejandra.delgado@b4.com.br;1;0;Balcao
Joey Gutierrez Proano;1177;ANL;comum;Masculino;joey.proano@b4.com.br;1;0;Listados
Lorenzo Ortiz;1178;ANL;comum;Masculino;lorenzo.ortiz@b4.com.br;1;0;Listados
